<<<<<<<======= Running simulator   1 ========>>>>>>>
<timestamp:0, process name:B3, process status:Enter, size in pages:5, service duration:1, memory map:B...................................................................................................>
<timestamp:0, process name:I5, process status:Enter, size in pages:5, service duration:2, memory map:BI..................................................................................................>
<timestamp:0, process name:F2, process status:Enter, size in pages:17, service duration:3, memory map:BIF.................................................................................................>
##########################################################################################
timestamp: 0.0 seconds, process name:B3, process id:  79, page referenced:   3, status: loaded into free page
timestamp: 55.6 seconds, process name:V0, process id:  21, page referenced:  24, status: page already in memory
timestamp: 55.6 seconds, process name:O2, process id:  66, page referenced:  15, status: page already in memory
timestamp: 55.6 seconds, process name:G0, process id:   6, page referenced:   1, status: page already in memory
timestamp: 55.6 seconds, process name:T3, process id:  97, page referenced:  12, status: page already in memory
timestamp: 55.6 seconds, process name:L5, process id: 141, page referenced:   7, status: loaded into free page
timestamp: 55.6 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 55.7 seconds, process name:V0, process id:  21, page referenced:  23, status: loaded into free page
timestamp: 55.7 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 55.7 seconds, process name:G0, process id:   6, page referenced:   2, status: page already in memory
timestamp: 55.7 seconds, process name:T3, process id:  97, page referenced:  12, status: page already in memory
timestamp: 55.7 seconds, process name:L5, process id: 141, page referenced:   8, status: loaded into free page
timestamp: 55.7 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 55.8 seconds, process name:V0, process id:  21, page referenced:  23, status: page already in memory
timestamp: 55.8 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 55.8 seconds, process name:G0, process id:   6, page referenced:   1, status: page already in memory
timestamp: 55.8 seconds, process name:T3, process id:  97, page referenced:  22, status: loaded into free page
timestamp: 55.8 seconds, process name:L5, process id: 141, page referenced:   7, status: page already in memory
timestamp: 55.8 seconds, process name:V3, process id:  99, page referenced:   2, status: page already in memory
timestamp: 55.9 seconds, process name:V0, process id:  21, page referenced:  30, status: loaded into free page
timestamp: 55.9 seconds, process name:O2, process id:  66, page referenced:  15, status: page already in memory
timestamp: 55.9 seconds, process name:G0, process id:   6, page referenced:   2, status: page already in memory
timestamp: 55.9 seconds, process name:T3, process id:  97, page referenced:  21, status: loaded into free page
timestamp: 55.9 seconds, process name:L5, process id: 141, page referenced:  12, status: loaded into free page
timestamp: 55.9 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
##########################################################################################
<timestamp:56, process name:V0, process status:Exit, size in pages:31, service duration:4, memory map:VTLVOVTTOVVVTVOVVOTVVVOVVOLVLOLVLVTOVVTVOLVO..G..O..G..GV.V..GV.......G.............................>
<timestamp:56, process name:G0, process status:Exit, size in pages:5, service duration:2, memory map:.TL.OVTTOV..TVO..OT..VO..OL.LOL.L.TO..T.OL.O..G..O..G..G.....G........G.............................>
##########################################################################################
<timestamp:56, process name:M0, process status:Enter, size in pages:31, service duration:1, memory map:MTL.OVTTOV..TVO..OT..VO..OL.LOL.L.TO..T.OL.O.....O..................................................>
##########################################################################################
timestamp: 56.0 seconds, process name:O2, process id:  66, page referenced:  15, status: page already in memory
timestamp: 56.0 seconds, process name:T3, process id:  97, page referenced:   3, status: loaded into free page
timestamp: 56.0 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 56.0 seconds, process name:V3, process id:  99, page referenced:   4, status: page already in memory
timestamp: 56.0 seconds, process name:M0, process id:  12, page referenced:   4, status: loaded into free page
timestamp: 56.1 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 56.1 seconds, process name:T3, process id:  97, page referenced:   2, status: loaded into free page
timestamp: 56.1 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 56.1 seconds, process name:V3, process id:  99, page referenced:   4, status: page already in memory
timestamp: 56.1 seconds, process name:M0, process id:  12, page referenced:  29, status: loaded into free page
timestamp: 56.2 seconds, process name:O2, process id:  66, page referenced:  13, status: loaded into free page
timestamp: 56.2 seconds, process name:T3, process id:  97, page referenced:   1, status: loaded into free page
timestamp: 56.2 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 56.2 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 56.2 seconds, process name:M0, process id:  12, page referenced:  29, status: page already in memory
timestamp: 56.3 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 56.3 seconds, process name:T3, process id:  97, page referenced:   0, status: page already in memory
timestamp: 56.3 seconds, process name:L5, process id: 141, page referenced:  13, status: loaded into free page
timestamp: 56.3 seconds, process name:V3, process id:  99, page referenced:   4, status: page already in memory
timestamp: 56.3 seconds, process name:M0, process id:  12, page referenced:  29, status: page already in memory
timestamp: 56.4 seconds, process name:O2, process id:  66, page referenced:  13, status: page already in memory
timestamp: 56.4 seconds, process name:T3, process id:  97, page referenced:   1, status: page already in memory
timestamp: 56.4 seconds, process name:L5, process id: 141, page referenced:  14, status: loaded into free page
timestamp: 56.4 seconds, process name:V3, process id:  99, page referenced:   3, status: loaded into free page
timestamp: 56.4 seconds, process name:M0, process id:  12, page referenced:  29, status: page already in memory
timestamp: 56.5 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 56.5 seconds, process name:T3, process id:  97, page referenced:   1, status: page already in memory
timestamp: 56.5 seconds, process name:L5, process id: 141, page referenced:  13, status: page already in memory
timestamp: 56.5 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 56.5 seconds, process name:M0, process id:  12, page referenced:  28, status: loaded into free page
timestamp: 56.6 seconds, process name:O2, process id:  66, page referenced:  14, status: page already in memory
timestamp: 56.6 seconds, process name:T3, process id:  97, page referenced:  18, status: loaded into free page
timestamp: 56.6 seconds, process name:L5, process id: 141, page referenced:   2, status: page already in memory
timestamp: 56.6 seconds, process name:V3, process id:  99, page referenced:   2, status: page already in memory
timestamp: 56.6 seconds, process name:M0, process id:  12, page referenced:   8, status: loaded into free page
timestamp: 56.7 seconds, process name:O2, process id:  66, page referenced:   5, status: page already in memory
timestamp: 56.7 seconds, process name:T3, process id:  97, page referenced:  17, status: loaded into free page
timestamp: 56.7 seconds, process name:L5, process id: 141, page referenced:   1, status: page already in memory
timestamp: 56.7 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 56.7 seconds, process name:M0, process id:  12, page referenced:   9, status: loaded into free page
timestamp: 56.8 seconds, process name:O2, process id:  66, page referenced:   3, status: page already in memory
timestamp: 56.8 seconds, process name:T3, process id:  97, page referenced:  18, status: page already in memory
timestamp: 56.8 seconds, process name:L5, process id: 141, page referenced:   0, status: page already in memory
timestamp: 56.8 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 56.8 seconds, process name:M0, process id:  12, page referenced:  20, status: loaded into free page
timestamp: 56.9 seconds, process name:O2, process id:  66, page referenced:   4, status: page already in memory
timestamp: 56.9 seconds, process name:T3, process id:  97, page referenced:  18, status: page already in memory
timestamp: 56.9 seconds, process name:L5, process id: 141, page referenced:   6, status: loaded into free page
timestamp: 56.9 seconds, process name:V3, process id:  99, page referenced:   4, status: page already in memory
timestamp: 56.9 seconds, process name:M0, process id:  12, page referenced:  19, status: loaded into free page
##########################################################################################
<timestamp:57, process name:O2, process status:Exit, size in pages:17, service duration:4, memory map:MTLTOVTTOVMTTVOMOOTTLVOLVOLMLOLTLMTOTMTMOLLOM....O..................................................>
<timestamp:57, process name:M0, process status:Exit, size in pages:31, service duration:1, memory map:MTLT.VTT.VMTTV.M..TTLV.LV.LML.LTLMT.TMTM.LL.M.......................................................>
##########################################################################################
<timestamp:57, process name:H2, process status:Enter, size in pages:11, service duration:3, memory map:HTLT.VTT.V.TTV....TTLV.LV.L.L.LTL.T.T.T..LL.........................................................>
##########################################################################################
timestamp: 57.0 seconds, process name:T3, process id:  97, page referenced:  19, status: loaded into free page
timestamp: 57.0 seconds, process name:L5, process id: 141, page referenced:   7, status: page already in memory
timestamp: 57.0 seconds, process name:V3, process id:  99, page referenced:   4, status: page already in memory
timestamp: 57.0 seconds, process name:H2, process id:  59, page referenced:   1, status: loaded into free page
timestamp: 57.1 seconds, process name:T3, process id:  97, page referenced:  10, status: loaded into free page
timestamp: 57.1 seconds, process name:L5, process id: 141, page referenced:   8, status: page already in memory
timestamp: 57.1 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 57.1 seconds, process name:H2, process id:  59, page referenced:   8, status: loaded into free page
timestamp: 57.2 seconds, process name:T3, process id:  97, page referenced:  11, status: loaded into free page
timestamp: 57.2 seconds, process name:L5, process id: 141, page referenced:   0, status: page already in memory
timestamp: 57.2 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 57.2 seconds, process name:H2, process id:  59, page referenced:   7, status: loaded into free page
timestamp: 57.3 seconds, process name:T3, process id:  97, page referenced:  10, status: page already in memory
timestamp: 57.3 seconds, process name:L5, process id: 141, page referenced:  11, status: loaded into free page
timestamp: 57.3 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 57.3 seconds, process name:H2, process id:  59, page referenced:  10, status: loaded into free page
timestamp: 57.4 seconds, process name:T3, process id:  97, page referenced:  10, status: page already in memory
timestamp: 57.4 seconds, process name:L5, process id: 141, page referenced:   5, status: loaded into free page
timestamp: 57.4 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 57.4 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 57.5 seconds, process name:T3, process id:  97, page referenced:  27, status: loaded into free page
timestamp: 57.5 seconds, process name:L5, process id: 141, page referenced:   6, status: page already in memory
timestamp: 57.5 seconds, process name:V3, process id:  99, page referenced:   0, status: page already in memory
timestamp: 57.5 seconds, process name:H2, process id:  59, page referenced:   2, status: loaded into free page
timestamp: 57.6 seconds, process name:T3, process id:  97, page referenced:  26, status: loaded into free page
timestamp: 57.6 seconds, process name:L5, process id: 141, page referenced:  13, status: page already in memory
timestamp: 57.6 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 57.6 seconds, process name:H2, process id:  59, page referenced:   4, status: loaded into free page
timestamp: 57.7 seconds, process name:T3, process id:  97, page referenced:  25, status: page already in memory
timestamp: 57.7 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 57.7 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 57.7 seconds, process name:H2, process id:  59, page referenced:  10, status: page already in memory
timestamp: 57.8 seconds, process name:T3, process id:  97, page referenced:   2, status: page already in memory
timestamp: 57.8 seconds, process name:L5, process id: 141, page referenced:   4, status: loaded into free page
timestamp: 57.8 seconds, process name:V3, process id:  99, page referenced:   2, status: page already in memory
timestamp: 57.8 seconds, process name:H2, process id:  59, page referenced:   9, status: loaded into free page
timestamp: 57.9 seconds, process name:T3, process id:  97, page referenced:   2, status: page already in memory
timestamp: 57.9 seconds, process name:L5, process id: 141, page referenced:   5, status: page already in memory
timestamp: 57.9 seconds, process name:V3, process id:  99, page referenced:   1, status: page already in memory
timestamp: 57.9 seconds, process name:H2, process id:  59, page referenced:   8, status: page already in memory
##########################################################################################
<timestamp:58, process name:V3, process status:Exit, size in pages:5, service duration:3, memory map:HTLTTVTTHVTTTVHTHLTTLVHLVLLTLHLTLTTHTLTH.LL.........................................................>
##########################################################################################
<timestamp:58, process name:U2, process status:Enter, size in pages:5, service duration:3, memory map:HTLTTUTTH.TTT.HTHLTTL.HL.LLTLHLTLTTHTLTH.LL.........................................................>
<timestamp:58, process name:I2, process status:Enter, size in pages:31, service duration:2, memory map:HTLTTUTTHITTT.HTHLTTL.HL.LLTLHLTLTTHTLTH.LL.........................................................>
##########################################################################################
timestamp: 58.0 seconds, process name:T3, process id:  97, page referenced:   2, status: page already in memory
timestamp: 58.0 seconds, process name:L5, process id: 141, page referenced:  14, status: page already in memory
timestamp: 58.0 seconds, process name:H2, process id:  59, page referenced:   9, status: page already in memory
timestamp: 58.0 seconds, process name:U2, process id:  72, page referenced:   1, status: loaded into free page
timestamp: 58.0 seconds, process name:I2, process id:  60, page referenced:   0, status: page already in memory
timestamp: 58.1 seconds, process name:T3, process id:  97, page referenced:  25, status: page already in memory
timestamp: 58.1 seconds, process name:L5, process id: 141, page referenced:  13, status: page already in memory
timestamp: 58.1 seconds, process name:H2, process id:  59, page referenced:  10, status: page already in memory
timestamp: 58.1 seconds, process name:U2, process id:  72, page referenced:   2, status: loaded into free page
timestamp: 58.1 seconds, process name:I2, process id:  60, page referenced:   1, status: loaded into free page
timestamp: 58.2 seconds, process name:T3, process id:  97, page referenced:  24, status: page already in memory
timestamp: 58.2 seconds, process name:L5, process id: 141, page referenced:  13, status: page already in memory
timestamp: 58.2 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 58.2 seconds, process name:U2, process id:  72, page referenced:   1, status: page already in memory
timestamp: 58.2 seconds, process name:I2, process id:  60, page referenced:  22, status: loaded into free page
timestamp: 58.3 seconds, process name:T3, process id:  97, page referenced:  24, status: page already in memory
timestamp: 58.3 seconds, process name:L5, process id: 141, page referenced:  14, status: page already in memory
timestamp: 58.3 seconds, process name:H2, process id:  59, page referenced:   1, status: page already in memory
timestamp: 58.3 seconds, process name:U2, process id:  72, page referenced:   4, status: loaded into free page
timestamp: 58.3 seconds, process name:I2, process id:  60, page referenced:  23, status: loaded into free page
timestamp: 58.4 seconds, process name:T3, process id:  97, page referenced:  15, status: loaded into free page
timestamp: 58.4 seconds, process name:L5, process id: 141, page referenced:  15, status: loaded into free page
timestamp: 58.4 seconds, process name:H2, process id:  59, page referenced:   2, status: page already in memory
timestamp: 58.4 seconds, process name:U2, process id:  72, page referenced:   3, status: loaded into free page
timestamp: 58.4 seconds, process name:I2, process id:  60, page referenced:  23, status: page already in memory
timestamp: 58.5 seconds, process name:T3, process id:  97, page referenced:  15, status: page already in memory
timestamp: 58.5 seconds, process name:L5, process id: 141, page referenced:  16, status: loaded into free page
timestamp: 58.5 seconds, process name:H2, process id:  59, page referenced:   1, status: page already in memory
timestamp: 58.5 seconds, process name:U2, process id:  72, page referenced:   2, status: page already in memory
timestamp: 58.5 seconds, process name:I2, process id:  60, page referenced:   0, status: page already in memory
timestamp: 58.6 seconds, process name:T3, process id:  97, page referenced:  14, status: loaded into free page
timestamp: 58.6 seconds, process name:L5, process id: 141, page referenced:   1, status: page already in memory
timestamp: 58.6 seconds, process name:H2, process id:  59, page referenced:   1, status: page already in memory
timestamp: 58.6 seconds, process name:U2, process id:  72, page referenced:   0, status: page already in memory
timestamp: 58.6 seconds, process name:I2, process id:  60, page referenced:  27, status: loaded into free page
timestamp: 58.7 seconds, process name:T3, process id:  97, page referenced:  13, status: page already in memory
timestamp: 58.7 seconds, process name:L5, process id: 141, page referenced:   5, status: page already in memory
timestamp: 58.7 seconds, process name:H2, process id:  59, page referenced:   2, status: page already in memory
timestamp: 58.7 seconds, process name:U2, process id:  72, page referenced:   1, status: page already in memory
timestamp: 58.7 seconds, process name:I2, process id:  60, page referenced:  29, status: loaded into free page
timestamp: 58.8 seconds, process name:T3, process id:  97, page referenced:  29, status: loaded into free page
timestamp: 58.8 seconds, process name:L5, process id: 141, page referenced:   5, status: page already in memory
timestamp: 58.8 seconds, process name:H2, process id:  59, page referenced:   3, status: loaded into free page
timestamp: 58.8 seconds, process name:U2, process id:  72, page referenced:   2, status: page already in memory
timestamp: 58.8 seconds, process name:I2, process id:  60, page referenced:  29, status: page already in memory
timestamp: 58.9 seconds, process name:T3, process id:  97, page referenced:  29, status: page already in memory
timestamp: 58.9 seconds, process name:L5, process id: 141, page referenced:  16, status: page already in memory
timestamp: 58.9 seconds, process name:H2, process id:  59, page referenced:   4, status: page already in memory
timestamp: 58.9 seconds, process name:U2, process id:  72, page referenced:   1, status: page already in memory
timestamp: 58.9 seconds, process name:I2, process id:  60, page referenced:  28, status: loaded into free page
##########################################################################################
<timestamp:59, process name:T3, process status:Exit, size in pages:31, service duration:4, memory map:HTLTTUTTHITTTUHTHLTTLUHLILLTLHLTLTTHTLTHILLUITLULTIITHI.............................................>
##########################################################################################
<timestamp:59, process name:F0, process status:Enter, size in pages:5, service duration:1, memory map:HFL..U..HI...UH.HL..LUHLILL.LHL.L..H.L.HILLUI.LUL.II.HI.............................................>
<timestamp:59, process name:C3, process status:Enter, size in pages:11, service duration:1, memory map:HFLC.U..HI...UH.HL..LUHLILL.LHL.L..H.L.HILLUI.LUL.II.HI.............................................>
##########################################################################################
timestamp: 59.0 seconds, process name:L5, process id: 141, page referenced:  16, status: page already in memory
timestamp: 59.0 seconds, process name:H2, process id:  59, page referenced:   4, status: page already in memory
timestamp: 59.0 seconds, process name:U2, process id:  72, page referenced:   2, status: page already in memory
timestamp: 59.0 seconds, process name:I2, process id:  60, page referenced:  27, status: page already in memory
timestamp: 59.0 seconds, process name:F0, process id:   5, page referenced:   0, status: page already in memory
timestamp: 59.0 seconds, process name:C3, process id:  80, page referenced:   0, status: page already in memory
timestamp: 59.1 seconds, process name:L5, process id: 141, page referenced:  15, status: page already in memory
timestamp: 59.1 seconds, process name:H2, process id:  59, page referenced:   4, status: page already in memory
timestamp: 59.1 seconds, process name:U2, process id:  72, page referenced:   3, status: page already in memory
timestamp: 59.1 seconds, process name:I2, process id:  60, page referenced:  27, status: page already in memory
timestamp: 59.1 seconds, process name:F0, process id:   5, page referenced:   1, status: loaded into free page
timestamp: 59.1 seconds, process name:C3, process id:  80, page referenced:   0, status: page already in memory
timestamp: 59.2 seconds, process name:L5, process id: 141, page referenced:  16, status: page already in memory
timestamp: 59.2 seconds, process name:H2, process id:  59, page referenced:   1, status: page already in memory
timestamp: 59.2 seconds, process name:U2, process id:  72, page referenced:   4, status: page already in memory
timestamp: 59.2 seconds, process name:I2, process id:  60, page referenced:  26, status: loaded into free page
timestamp: 59.2 seconds, process name:F0, process id:   5, page referenced:   0, status: page already in memory
timestamp: 59.2 seconds, process name:C3, process id:  80, page referenced:   1, status: loaded into free page
timestamp: 59.3 seconds, process name:L5, process id: 141, page referenced:   5, status: page already in memory
timestamp: 59.3 seconds, process name:H2, process id:  59, page referenced:   9, status: page already in memory
timestamp: 59.3 seconds, process name:U2, process id:  72, page referenced:   3, status: page already in memory
timestamp: 59.3 seconds, process name:I2, process id:  60, page referenced:  26, status: page already in memory
timestamp: 59.3 seconds, process name:F0, process id:   5, page referenced:   0, status: page already in memory
timestamp: 59.3 seconds, process name:C3, process id:  80, page referenced:   2, status: loaded into free page
timestamp: 59.4 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 59.4 seconds, process name:H2, process id:  59, page referenced:  10, status: page already in memory
timestamp: 59.4 seconds, process name:U2, process id:  72, page referenced:   4, status: page already in memory
timestamp: 59.4 seconds, process name:I2, process id:  60, page referenced:  27, status: page already in memory
timestamp: 59.4 seconds, process name:F0, process id:   5, page referenced:   4, status: loaded into free page
timestamp: 59.4 seconds, process name:C3, process id:  80, page referenced:   3, status: loaded into free page
timestamp: 59.5 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 59.5 seconds, process name:H2, process id:  59, page referenced:  10, status: page already in memory
timestamp: 59.5 seconds, process name:U2, process id:  72, page referenced:   3, status: page already in memory
timestamp: 59.5 seconds, process name:I2, process id:  60, page referenced:  13, status: loaded into free page
timestamp: 59.5 seconds, process name:F0, process id:   5, page referenced:   1, status: page already in memory
timestamp: 59.5 seconds, process name:C3, process id:  80, page referenced:   4, status: loaded into free page
timestamp: 59.6 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 59.6 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 59.6 seconds, process name:U2, process id:  72, page referenced:   0, status: page already in memory
timestamp: 59.6 seconds, process name:I2, process id:  60, page referenced:  11, status: loaded into free page
timestamp: 59.6 seconds, process name:F0, process id:   5, page referenced:   4, status: page already in memory
timestamp: 59.6 seconds, process name:C3, process id:  80, page referenced:   0, status: page already in memory
timestamp: 59.7 seconds, process name:L5, process id: 141, page referenced:  12, status: page already in memory
timestamp: 59.7 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 59.7 seconds, process name:U2, process id:  72, page referenced:   0, status: page already in memory
timestamp: 59.7 seconds, process name:I2, process id:  60, page referenced:  10, status: loaded into free page
timestamp: 59.7 seconds, process name:F0, process id:   5, page referenced:   0, status: page already in memory
timestamp: 59.7 seconds, process name:C3, process id:  80, page referenced:   1, status: page already in memory
timestamp: 59.8 seconds, process name:L5, process id: 141, page referenced:  10, status: loaded into free page
timestamp: 59.8 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 59.8 seconds, process name:U2, process id:  72, page referenced:   0, status: page already in memory
timestamp: 59.8 seconds, process name:I2, process id:  60, page referenced:   9, status: loaded into free page
timestamp: 59.8 seconds, process name:F0, process id:   5, page referenced:   0, status: page already in memory
timestamp: 59.8 seconds, process name:C3, process id:  80, page referenced:   1, status: page already in memory
timestamp: 59.9 seconds, process name:L5, process id: 141, page referenced:  11, status: page already in memory
timestamp: 59.9 seconds, process name:H2, process id:  59, page referenced:   0, status: page already in memory
timestamp: 59.9 seconds, process name:U2, process id:  72, page referenced:   1, status: page already in memory
timestamp: 59.9 seconds, process name:I2, process id:  60, page referenced:   9, status: page already in memory
timestamp: 59.9 seconds, process name:F0, process id:   5, page referenced:   3, status: loaded into free page
timestamp: 59.9 seconds, process name:C3, process id:  80, page referenced:   1, status: page already in memory
##########################################################################################
<timestamp:60, process name:L5, process status:Exit, size in pages:17, service duration:5, memory map:HFLCFUICHICFCUHIHLCILUHLILLILHLLLIFH.L.HILLUI.LUL.II.HI.............................................>
<timestamp:60, process name:H2, process status:Exit, size in pages:11, service duration:3, memory map:HF.CFUICHICFCUHIH.CI.UH.I..I.H...IFH...HI..UI..U..II.HI.............................................>
<timestamp:60, process name:I2, process status:Exit, size in pages:31, service duration:2, memory map:.F.CFUIC.ICFCU.I..CI.U..I..I.....IF.....I..UI..U..II..I.............................................>
<timestamp:60, process name:F0, process status:Exit, size in pages:5, service duration:1, memory map:.F.CFU.C..CFCU....C..U............F........U...U....................................................>
<timestamp:60, process name:C3, process status:Exit, size in pages:11, service duration:1, memory map:...C.U.C..C.CU....C..U.....................U...U....................................................>
##########################################################################################
Hit Ratio: 67.80%
Miss Ratio: 32.20%
Hit Ratio Sum: 67.80
Miss Ratio Sum: 32.20
<<<<<<<======= Running simulator   2 ========>>>>>>>
<timestamp:0, process name:D5, process status:Enter, size in pages:17, service duration:4, memory map:D...................................................................................................>
<timestamp:0, process name:B1, process status:Enter, size in pages:11, service duration:1, memory map:DB..................................................................................................>
<timestamp:0, process name:X3, process status:Enter, size in pages:11, service duration:4, memory map:DBX.................................................................................................>
<timestamp:0, process name:H3, process status:Enter, size in pages:31, service duration:3, memory map:DBXH................................................................................................>
##########################################################################################
timestamp: 0.0 seconds, process name:D5, process id: 133, page referenced:   1, status: loaded into free page
timestamp: 0.0 seconds, process name:B1, process id:  27, page referenced:   1, status: loaded into free page
timestamp: 0.0 seconds, process name:X3, process id: 101, page referenced:   0, status: page already in memory
timestamp: 0.0 seconds, process name:H3, process id:  85, page referenced:  10, status: loaded into free page
timestamp: 0.1 seconds, process name:D5, process id: 133, page referenced:   1, status: page already in memory
timestamp: 0.1 seconds, process name:B1, process id:  27, page referenced:   4, status: loaded into free page
timestamp: 0.1 seconds, process name:X3, process id: 101, page referenced:   0, status: page already in memory
timestamp: 0.1 seconds, process name:H3, process id:  85, page referenced:  25, status: loaded into free page
timestamp: 0.2 seconds, process name:D5, process id: 133, page referenced:   2, status: loaded into free page
timestamp: 0.2 seconds, process name:B1, process id:  27, page referenced:   3, status: loaded into free page
timestamp: 0.2 seconds, process name:X3, process id: 101, page referenced:   1, status: loaded into free page
timestamp: 0.2 seconds, process name:H3, process id:  85, page referenced:   0, status: page already in memory
timestamp: 0.3 seconds, process name:D5, process id: 133, page referenced:  14, status: loaded into free page
timestamp: 0.3 seconds, process name:B1, process id:  27, page referenced:   3, status: page already in memory
timestamp: 0.3 seconds, process name:X3, process id: 101, page referenced:   2, status: loaded into free page
timestamp: 0.3 seconds, process name:H3, process id:  85, page referenced:   0, status: page already in memory
timestamp: 0.4 seconds, process name:D5, process id: 133, page referenced:   5, status: loaded into free page
timestamp: 0.4 seconds, process name:B1, process id:  27, page referenced:   3, status: page already in memory
timestamp: 0.4 seconds, process name:X3, process id: 101, page referenced:   1, status: page already in memory
timestamp: 0.4 seconds, process name:H3, process id:  85, page referenced:   1, status: loaded into free page
timestamp: 0.5 seconds, process name:D5, process id: 133, page referenced:   4, status: loaded into free page
timestamp: 0.5 seconds, process name:B1, process id:  27, page referenced:   4, status: page already in memory
timestamp: 0.5 seconds, process name:X3, process id: 101, page referenced:  10, status: loaded into free page
timestamp: 0.5 seconds, process name:H3, process id:  85, page referenced:  12, status: loaded into free page
timestamp: 0.6 seconds, process name:D5, process id: 133, page referenced:   4, status: page already in memory
timestamp: 0.6 seconds, process name:B1, process id:  27, page referenced:  10, status: loaded into free page
timestamp: 0.6 seconds, process name:X3, process id: 101, page referenced:  10, status: page already in memory
timestamp: 0.6 seconds, process name:H3, process id:  85, page referenced:  12, status: page already in memory
timestamp: 0.7 seconds, process name:D5, process id: 133, page referenced:   4, status: page already in memory
timestamp: 0.7 seconds, process name:B1, process id:  27, page referenced:   7, status: loaded into free page
timestamp: 0.7 seconds, process name:X3, process id: 101, page referenced:   0, status: page already in memory
timestamp: 0.7 seconds, process name:H3, process id:  85, page referenced:  29, status: loaded into free page
timestamp: 0.8 seconds, process name:D5, process id: 133, page referenced:   3, status: loaded into free page
timestamp: 0.8 seconds, process name:B1, process id:  27, page referenced:   6, status: loaded into free page
timestamp: 0.8 seconds, process name:X3, process id: 101, page referenced:   7, status: loaded into free page
timestamp: 0.8 seconds, process name:H3, process id:  85, page referenced:  29, status: page already in memory
timestamp: 0.9 seconds, process name:D5, process id: 133, page referenced:   3, status: page already in memory
timestamp: 0.9 seconds, process name:B1, process id:  27, page referenced:   5, status: loaded into free page
timestamp: 0.9 seconds, process name:X3, process id: 101, page referenced:   9, status: loaded into free page
timestamp: 0.9 seconds, process name:H3, process id:  85, page referenced:  28, status: loaded into free page
##########################################################################################
<timestamp:1, process name:B1, process status:Exit, size in pages:11, service duration:1, memory map:DBXHDBHBHDBXDXDHDXHBBHDBXBXH........................................................................>
##########################################################################################
<timestamp:1, process name:P1, process status:Enter, size in pages:5, service duration:3, memory map:DPXHD.H.HD.XDXDHDXH..HD.X.XH........................................................................>
##########################################################################################
timestamp: 1.0 seconds, process name:D5, process id: 133, page referenced:   3, status: page already in memory
timestamp: 1.0 seconds, process name:X3, process id: 101, page referenced:   9, status: page already in memory
timestamp: 1.0 seconds, process name:H3, process id:  85, page referenced:  29, status: page already in memory
timestamp: 1.0 seconds, process name:P1, process id:  41, page referenced:   0, status: page already in memory
timestamp: 1.1 seconds, process name:D5, process id: 133, page referenced:   2, status: page already in memory
timestamp: 1.1 seconds, process name:X3, process id: 101, page referenced:   5, status: loaded into free page
timestamp: 1.1 seconds, process name:H3, process id:  85, page referenced:  28, status: page already in memory
timestamp: 1.1 seconds, process name:P1, process id:  41, page referenced:   1, status: loaded into free page
timestamp: 1.2 seconds, process name:D5, process id: 133, page referenced:   3, status: page already in memory
timestamp: 1.2 seconds, process name:X3, process id: 101, page referenced:   6, status: loaded into free page
timestamp: 1.2 seconds, process name:H3, process id:  85, page referenced:  22, status: loaded into free page
timestamp: 1.2 seconds, process name:P1, process id:  41, page referenced:   0, status: page already in memory
